"baumnummer,C,20","hochwert,N,19,11","rechtswert,N,19,11","ga_lang,C,80","GEBIET,C,80","STRASSE,C,100"
" 870",6074908.80373,3529012.11405,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 880",6074900.94559,3529006.39904,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 890",6074893.80183,3529000.84278,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 900",6074885.7426,3528995.1066,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 910",6074878.75759,3528989.23284,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 920",6074868.99445,3528982.08907,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 930",6074861.37443,3528977.00906,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 940",6074864.17549,3528972.57308,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 950",6074872.11301,3528978.18226,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 960",6074881.32053,3528984.84977,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 970",6074889.46971,3528990.67062,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 980",6074897.08972,3528996.59729,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 990",6074904.49807,3529002.20647,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1000",6074919.72399,3529014.06688,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1010",6074927.13234,3529019.67606,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1020",6074934.85819,3529024.96774,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1030",6074942.37237,3529030.47108,"Tilia cordata, Winter-Linde","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1040",6074951.01941,3529024.94926,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1050",6074954.98817,3529020.31904,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1060",6074958.29547,3529015.55654,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1070",6074961.73506,3529011.1909,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1080",6074965.30694,3529006.56068,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1090",6074969.14341,3529001.93047,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1100",6074978.93301,3529006.69298,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1110",6074983.03406,3529010.79403,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1120",6074986.20907,3529015.55654,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1130",6074989.01824,3529020.83965,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1140",6074991.39949,3529025.73445,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1160",6074984.12344,3529034.7303,"Quercus robur, Stiel-Eiche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1170",6074997.35263,3529013.96047,"Fagus sylvatica, Rotbuche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1180",6074999.73388,3529018.4584,"Quercus robur, Stiel-Eiche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1190",6075010.18495,3529024.67612,"Fagus sylvatica, Rotbuche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1200",6075014.20055,3529028.03009,"Fagus sylvatica, Rotbuche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1210",6075024.1489,3529035.33261,"Quercus robur, Stiel-Eiche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1220",6075022.13807,3529037.55511,"Quercus robur, Stiel-Eiche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1230",6075024.36057,3529039.46012,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1270",6075029.37003,3529060.76794,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1280",6075030.56065,3529064.14138,"Acer campestre, Feld-Ahorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1290",6075031.68514,3529064.53826,"Fagus sylvatica, Rotbuche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1300",6075038.63046,3529055.93928,"Fagus sylvatica, Rotbuche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1310",6075036.84452,3529067.77941,"Ulmus glabra, Berg-Ulme","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1320",6075031.0369,3529080.75284,"Betula pendula, Sand-Birke","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1330",6075031.14274,3529087.63202,"Betula pendula, Sand-Birke","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1340",6075029.23773,3529086.67952,"Picea sitchensis, Sitka-Fichte","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1350",6075026.69773,3529086.04452,"Picea omorika, Serbische Fichte","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1360",6075017.06688,3529083.87493,"Betula pendula, Sand-Birke","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1370",6075015.63812,3529083.3193,"Betula pendula, Sand-Birke","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1380",6075011.58999,3529084.66868,"Salix caprea, Sal-Weide","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1400",6075008.65311,3529081.25555,"Fagus sylvatica, Rotbuche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1410",6075003.41435,3529082.20805,"Betula pendula, Sand-Birke","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1420",6075014.13,3529075.69929,"Betula pendula, Sand-Birke","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1430",6075011.49739,3529053.60874,"Juglans regia, Walnuß","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1440",6074991.6536,3529058.68875,"Prunus cf. serrulata 'Kanzan', Japanische Zierkirsche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 1450",6074983.39858,3529079.64379,"Prunus cf. serrulata 'Kanzan', Japanische Zierkirsche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
"B 3240",6070794.26766,3525683.03958,"Baumgruppe/flächiger Bestand","Straßen","Nikolaiallee (S)"
"B 20",6070920.35528,3525714.596,"Baumgruppe/flächiger Bestand","Straßen","Lilienthalstraße"
"B 30",6070880.25429,3525716.74574,"Baumgruppe/flächiger Bestand","Straßen","Lilienthalstraße"
" 292",6073597.2534,3527684.35175,"Acer pseudoplatanus, Berg-Ahorn","Grünflächen","Toosbüystr."
" 294",6073595.26902,3527677.12861,"Prunus domestica Aggregat, Pflaume,Mirabelle","Grünflächen","Toosbüystr."
" 296",6073594.55465,3527668.79422,"Fagus sylvatica, Rotbuche","Grünflächen","Toosbüystr."
" 25",6071900.19839,3528191.1841,"Taxus baccata 'Fastigiata', Sorte der Eibe","Grünflächen","Carlisle-Park"
" 1850",6073628.031,3526588.929,"Ilex  species, Stechpalme","Straßen","Marienhölzungsweg"
" 370",6073736.77963,3529298.7963,"Malus Alkmene","Übernahme noch nicht erfolgt","EX Lautrupsbachtal"
" 380",6073739.65037,3529293.42525,"Malus Arlewatt","Übernahme noch nicht erfolgt","EX Lautrupsbachtal"
" 390",6073742.93121,3529287.9219,"Malus Danziger Kantapfel","Übernahme noch nicht erfolgt","EX Lautrupsbachtal"
" 400",6073746.30465,3529282.06137,"Malus Dithmarscher Paradiesapfel / Rosa Clausen","Übernahme noch nicht erfolgt","EX Lautrupsbachtal"
" 410",6073750.12789,3529277.02105,"Malus Dülmener Rosenapfel","Übernahme noch nicht erfolgt","EX Lautrupsbachtal"
" 420",6073753.9379,3529271.62354,"Malus Kaiser Wilhelm","Übernahme noch nicht erfolgt","EX Lautrupsbachtal"
" 430",6073757.32457,3529266.51707,"Malus Perle von Angeln","Übernahme noch nicht erfolgt","EX Lautrupsbachtal"
" 440",6073760.5117,3529261.33233,"Malus Prinz Albrecht v. Preussen","Übernahme noch nicht erfolgt","EX Lautrupsbachtal"
" 450",6073763.76609,3529256.33169,"Malus Purpuroter Cousinot","Übernahme noch nicht erfolgt","EX Lautrupsbachtal"
" 470",6073741.46167,3529275.54048,"Malus Seestermüher Zitronenapfel","Übernahme noch nicht erfolgt","EX Lautrupsbachtal"
" 340",6073779.64112,3529281.65237,"Malus Topas","Extensiv und Ausgleichflächen","EX Lautrupsbachtal"
"B 3250",6070790.741,3525694.282,"Baumgruppe/flächiger Bestand","Straßen","Nikolaiallee (S)"
" 20",6069612.51452,3525607.87286,"Acer campestre, Feld-Ahorn","Grünflächen","Eschenteich"
" 30",6069618.54703,3525603.82473,"Acer campestre, Feld-Ahorn","Grünflächen","Eschenteich"
" 2595",6072911.2306,3527514.95838,"Acer pseudoplatanus, Berg-Ahorn","Flensburger Friedhöfe AöR","Christiansen-Park"
" 10",6072183.89237,3526875.08802,"Acer platanoides, Spitz-Ahorn","Straßen","Friesische Str. / Fehrstraße"
" 20",6072174.92298,3526876.51677,"Pinus mugo, Berg-Kiefer","Straßen","Friesische Str. / Fehrstraße"
" 30",6072171.74797,3526877.54865,"Pinus mugo, Berg-Kiefer","Straßen","Friesische Str. / Fehrstraße"
" 10",6076099.82685,3527646.47819,"Quercus robur, Stiel-Eiche","Grünflächen","Promenade Wassersleben"
" 20",6076108.02895,3527645.94902,"Quercus  species, Eiche","Grünflächen","Promenade Wassersleben"
" 30",6076133.03212,3527635.76254,"Fagus sylvatica, Rotbuche","Grünflächen","Promenade Wassersleben"
" 40",6076143.48319,3527630.86774,"Quercus robur, Stiel-Eiche","Grünflächen","Promenade Wassersleben"
" 50",6076147.98111,3527627.42815,"Fagus sylvatica, Rotbuche","Grünflächen","Promenade Wassersleben"
" 60",6076153.27279,3527624.65002,"Fagus sylvatica, Rotbuche","Grünflächen","Promenade Wassersleben"
" 70",6076167.36629,3527617.58122,"Quercus robur, Stiel-Eiche","Grünflächen","Promenade Wassersleben"
" 80",6076181.75965,3527610.38454,"Sorbus intermedia, Schwedische Mehlbeere","Grünflächen","Promenade Wassersleben"
" 90",6076188.95633,3527607.1037,"Sorbus intermedia, Schwedische Mehlbeere","Grünflächen","Promenade Wassersleben"
" 100",6076195.62385,3527604.03453,"Sorbus intermedia, Schwedische Mehlbeere","Grünflächen","Promenade Wassersleben"
"B 10",6072088.65768,3529637.44304,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Sünderuper Weg"
"B 20",6072095.48395,3529610.93173,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Sünderuper Weg"
"B 50",6072118.42337,3529582.11855,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Sünderuper Weg"
"B 60",6072123.1065,3529614.82112,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Sünderuper Weg"
"B 70",6072110.88273,3529642.76117,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Sünderuper Weg"
"B 140",6072074.60828,3529679.4325,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Sünderuper Weg"
"B 150",6072098.57958,3529683.8775,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Sünderuper Weg"
" 80",6072125.7788,3529637.46949,"Alnus glutinosa, Schwarz-Erle","Entwässerung","RRB Sünderuper Weg"
" 90",6072109.11001,3529667.49976,"Quercus robur, Stiel-Eiche","Entwässerung","RRB Sünderuper Weg"
" 100",6072097.8652,3529669.08727,"Quercus robur, Stiel-Eiche","Entwässerung","RRB Sünderuper Weg"
" 110",6072086.88497,3529667.63205,"Quercus robur, Stiel-Eiche","Entwässerung","RRB Sünderuper Weg"
" 120",6072075.50786,3529667.36747,"Quercus robur, Stiel-Eiche","Entwässerung","RRB Sünderuper Weg"
" 130",6072079.74121,3529676.7602,"Quercus robur, Stiel-Eiche","Entwässerung","RRB Sünderuper Weg"
" 10",6071433.3648,3525650.02433,"Alnus glutinosa, Schwarz-Erle","Entwässerung","RRB Friedensweg"
" 20",6071452.6265,3525639.22931,"Crataegus monogyna, Eingriffliger Weißdorn","Entwässerung","RRB Friedensweg"
" 30",6071465.8557,3525632.35013,"Sorbus aucuparia, Gemeine Eberesche","Entwässerung","RRB Friedensweg"
" 40",6071471.14737,3525631.08012,"Quercus robur, Stiel-Eiche","Entwässerung","RRB Friedensweg"
"B 50",6071513.51254,3525686.58982,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Friedensweg"
"B 60",6071459.2605,3525719.0472,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Friedensweg"
"B 70",6071388.10067,3525690.04881,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Friedensweg"
" 10",6072364.87201,3530349.39326,"Fraxinus excelsior, Gemeine Esche","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 20",6072357.80762,3530341.85262,"Alnus glutinosa, Schwarz-Erle","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 30",6072359.23637,3530337.40761,"Alnus  species, Erle","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 40",6072365.34826,3530342.40824,"Alnus glutinosa, Schwarz-Erle","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 50",6072355.66449,3530319.31007,"Alnus glutinosa, Schwarz-Erle","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 60",6072375.74641,3530308.48859,"Fraxinus excelsior, Gemeine Esche","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 70",6072381.14392,3530305.73692,"Alnus glutinosa, Schwarz-Erle","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 80",6072387.28226,3530302.56192,"Ulmus glabra, Berg-Ulme","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 90",6072403.7923,3530302.66775,"Fraxinus excelsior, Gemeine Esche","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 100",6072409.08397,3530302.45608,"Fraxinus excelsior, Gemeine Esche","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 110",6072412.36481,3530303.93775,"Alnus glutinosa, Schwarz-Erle","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 120",6072398.92395,3530351.35118,"Acer saccharinum, Silber-Ahorn","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 130",6072387.81143,3530350.18701,"Alnus glutinosa, Schwarz-Erle","Entwässerung","RRB Tarup Süd / Weidenbogen"
" 20",6071784.48528,3523375.05846,"Quercus cf. robur, Stiel-Eiche","Straßen","Flugplatzweg"
" 30",6071792.1053,3523386.06515,"Ulmus  species, Ulme","Straßen","Flugplatzweg"
" 40",6071796.76197,3523395.3785,"Prunus cerasifera, Kirsch-Pflaume","Straßen","Flugplatzweg"
" 50",6071831.26371,3523466.28697,"Crataegus  species, Weißdorn","Straßen","Flugplatzweg"
" 60",6071842.69373,3523489.57035,"Crataegus  species, Weißdorn","Straßen","Flugplatzweg"
" 70",6071847.56208,3523499.51871,"Prunus serotina, Spätblühende Trauben-Kirsche","Straßen","Flugplatzweg"
" 80",6071854.97042,3523514.54707,"Prunus serotina, Spätblühende Trauben-Kirsche","Straßen","Flugplatzweg"
" 120",6071876.77213,3523576.11574,"Quercus robur, Stiel-Eiche","Straßen","Flugplatzweg"
" 140",6071881.79923,3523610.24705,"Acer platanoides, Spitz-Ahorn","Straßen","Flugplatzweg"
" 150",6071881.40235,3523686.05033,"Prunus serotina, Spätblühende Trauben-Kirsche","Straßen","Flugplatzweg"
" 2430",6074824.14088,3528833.66771,"Alnus incana, Grau-Erle","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2440",6074836.5234,3528817.95143,"Alnus glutinosa, Schwarz-Erle","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2450",6074836.68215,3528815.4908,"Alnus incana, Grau-Erle","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2460",6074842.00029,3528812.31579,"Prunus avium, Vogel-Kirsche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2470",6074853.69489,3528794.29763,"Fagus sylvatica, Rotbuche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2480",6074862.42616,3528788.42387,"Fagus sylvatica, Rotbuche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2490",6074858.7749,3528788.18574,"Fraxinus excelsior, Gemeine Esche","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2500",6074873.37993,3528770.40571,"Picea abies, Gemeine Fichte","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2090",6074969.0119,3528963.56755,"Alnus glutinosa, Schwarz-Erle","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2100",6074970.59941,3528964.83755,"Alnus glutinosa, Schwarz-Erle","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2110",6074977.79609,3528969.49423,"Crataegus monogyna, Eingriffliger Weißdorn","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2130",6074983.1936,3528972.45756,"Alnus glutinosa, Schwarz-Erle","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2140",6074971.24182,3528931.7905,"Alnus glutinosa, Schwarz-Erle","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2150",6074970.47981,3528931.37775,"Alnus glutinosa, Schwarz-Erle","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 2190",6074936.86073,3528907.10482,"Ulmus glabra, Berg-Ulme","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
"B 384",6074742.55814,3529050.512,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
"B 388",6074689.37679,3529010.34816,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
"B 1455",6074948.79068,3529118.82049,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
"B 2195",6074943.08272,3528872.38885,"Baumgruppe/flächiger Bestand","KI Sportplätze","Sportanlage Stadion Arndtstraße 5"
" 10",6070446.73838,3524925.59707,"Crataegus  species, Weißdorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 20",6070443.40462,3524938.13834,"Crataegus  species, Weißdorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 30",6070439.91212,3524946.71086,"Quercus robur, Stiel-Eiche","Grünflächen","Gletscherbogen Stadtteilpark"
" 40",6070427.37084,3524955.91838,"Malus tschonoskii, Zierapfel","Grünflächen","Gletscherbogen Stadtteilpark"
" 50",6070425.14834,3524963.37965,"Crataegus  species, Weißdorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 60",6070415.46457,3524964.01465,"Acer platanoides, Spitz-Ahorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 70",6070424.51334,3524969.88841,"Crataegus  species, Weißdorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 80",6070414.51207,3524975.44467,"Crataegus  species, Weißdorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 90",6070421.97333,3524981.15968,"Quercus robur, Stiel-Eiche","Grünflächen","Gletscherbogen Stadtteilpark"
" 100",6070414.82957,3524997.66971,"Crataegus  species, Weißdorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 120",6070414.67082,3524992.9072,"Salix species, Weide","Grünflächen","Gletscherbogen Stadtteilpark"
" 130",6070412.92456,3524993.06595,"Salix species, Weide","Grünflächen","Gletscherbogen Stadtteilpark"
" 140",6070412.60706,3524986.55719,"Salix caprea, Sal-Weide","Grünflächen","Gletscherbogen Stadtteilpark"
" 150",6070408.47955,3524986.39844,"Salix caprea, Sal-Weide","Grünflächen","Gletscherbogen Stadtteilpark"
"B 160",6070397.68453,3525010.84599,"Baumgruppe/flächiger Bestand","Grünflächen","Gletscherbogen Stadtteilpark"
" 170",6070399.11329,3524995.60596,"Crataegus  species, Weißdorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 180",6070393.55702,3524993.54221,"Acer platanoides, Spitz-Ahorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 190",6070385.77826,3524992.5897,"Crataegus  species, Weißdorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 200",6070391.49327,3524988.7797,"Salix caprea, Sal-Weide","Grünflächen","Gletscherbogen Stadtteilpark"
" 210",6070394.50953,3524982.42968,"Salix caprea, Sal-Weide","Grünflächen","Gletscherbogen Stadtteilpark"
" 220",6070403.8758,3524980.04843,"Quercus robur, Stiel-Eiche","Grünflächen","Gletscherbogen Stadtteilpark"
" 230",6070399.90704,3524974.17467,"Acer platanoides, Spitz-Ahorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 240",6070389.42952,3524975.28592,"Crataegus  species, Weißdorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 260",6070390.54077,3524965.4434,"Malus tschonoskii, Zierapfel","Grünflächen","Gletscherbogen Stadtteilpark"
"B 270",6070380.58354,3524955.72158,"Baumgruppe/flächiger Bestand","Grünflächen","Gletscherbogen Stadtteilpark"
"B 280",6070393.71577,3524924.96207,"Baumgruppe/flächiger Bestand","Grünflächen","Gletscherbogen Stadtteilpark"
" 290",6070424.67209,3524912.89704,"Crataegus  species, Weißdorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 300",6070438.95962,3524920.35831,"Crataegus  species, Weißdorn","Grünflächen","Gletscherbogen Stadtteilpark"
" 10",6070411.17831,3524952.90212,"Malus tschonoskii, Zierapfel","Kinder- und Jugendförderung","KSP Gletscherbogen"
" 20",6070421.02083,3524947.34586,"Malus tschonoskii, Zierapfel","Kinder- und Jugendförderung","KSP Gletscherbogen"
" 30",6070428.7996,3524939.2496,"Malus tschonoskii, Zierapfel","Kinder- und Jugendförderung","KSP Gletscherbogen"
" 40",6070429.4346,3524932.26458,"Sorbua aria 'Majestica'","Kinder- und Jugendförderung","KSP Gletscherbogen"
" 75",6076169.65248,3527614.78887,"Quercus robur, Stiel-Eiche","Grünflächen","Promenade Wassersleben"
" 10",6074136.3806,3530122.11752,"Acer campestre, Feld-Ahorn","Extensiv und Ausgleichflächen","EX Jordberg mit Lärmschutzwall"
" 20",6074168.3291,3530117.6196,"Acer campestre, Feld-Ahorn","Extensiv und Ausgleichflächen","EX Jordberg mit Lärmschutzwall"
" 30",6074197.81367,3530113.51855,"Acer campestre, Feld-Ahorn","Extensiv und Ausgleichflächen","EX Jordberg mit Lärmschutzwall"
" 40",6074228.49437,3530109.34033,"Acer campestre, Feld-Ahorn","Extensiv und Ausgleichflächen","EX Jordberg mit Lärmschutzwall"
" 50",6074259.68219,3530104.98131,"Prunus avium, Vogel-Kirsche","Extensiv und Ausgleichflächen","EX Jordberg mit Lärmschutzwall"
" 180",6072558.0946,3528328.26859,"Acer platanoides, Spitz-Ahorn","Straßen","Deutsches Haus"
"B 10",6071837.87478,3528746.04601,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Munketoft"
"B 20",6071883.59487,3528738.7435,"Baumgruppe/flächiger Bestand","Extensiv und Ausgleichflächen","EX Johannisalllee Munketoft"
"B 30",6071913.43993,3528693.97591,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Munketoft"
"B 40",6071938.20498,3528712.07345,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Munketoft"
"B 50",6071951.54001,3528686.03839,"Baumgruppe/flächiger Bestand","Entwässerung","RRB Munketoft"
"B 30",6073064.99716,3529521.59118,"Baumgruppe/flächiger Bestand","Extensiv und Ausgleichflächen","WW Lustgartenweg"
"B 40",6073069.8265,3529533.7873,"Baumgruppe/flächiger Bestand","Extensiv und Ausgleichflächen","WW Lustgartenweg"
"B 60",6073086.51325,3529693.10802,"Baumgruppe/flächiger Bestand","Extensiv und Ausgleichflächen","WW Lustgartenweg"
"B 70",6073097.09661,3529771.42484,"Baumgruppe/flächiger Bestand","Extensiv und Ausgleichflächen","WW Lustgartenweg"
"B 10",6072322.23631,3530178.61941,"Baumgruppe/flächiger Bestand","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
"B 20",6072350.97012,3530285.14087,"Baumgruppe/flächiger Bestand","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 30",6072359.891,3530306.76266,"Prunus avium Aggregat, Hauskirsche","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 40",6072353.90479,3530304.48063,"Malus domestica, Hausapfel","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 50",6072349.89502,3530299.0862,"Malus domestica, Hausapfel","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 60",6072346.56127,3530293.49025,"Malus domestica, Hausapfel","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 70",6072354.75366,3530310.92986,"Malus domestica, Hausapfel","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 80",6072343.58823,3530312.95392,"Prunus avium, Vogel-Kirsche","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 90",6072341.84197,3530307.15954,"Prunus avium, Vogel-Kirsche","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 100",6072340.25447,3530300.33327,"Prunus avium Aggregat, Hauskirsche","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 110",6072338.50822,3530294.53889,"Malus domestica, Hausapfel","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 120",6072336.44446,3530286.99825,"Prunus avium Aggregat, Hauskirsche","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 130",6072335.88884,3530279.45761,"Malus domestica, Hausapfel","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 140",6072332.07883,3530260.56632,"Prunus avium, Vogel-Kirsche","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
"B 150",6072314.96775,3530208.23384,"Baumgruppe/flächiger Bestand","Extensiv und Ausgleichflächen","WW Ringstraße südl. Sportplatz Tarup"
" 632",6076525.58455,3530803.98776,"Ulmus  species, Ulme","Straßen","Fördestraße"
" 634",6076525.37215,3530808.37956,"Carpinus betulus, Gemeine Hainbuche","Straßen","Fördestraße"
" 636",6076525.76903,3530812.46738,"Carpinus betulus, Gemeine Hainbuche","Straßen","Fördestraße"
" 1205",6076278.18466,3530397.39306,"Ulmus hollandica 'Columella'","Übernahme noch nicht erfolgt","Friedheim"
" 1220",6076289.61468,3530395.17056,"Ulmus hollandica 'Columella'","Übernahme noch nicht erfolgt","Friedheim"
" 1230",6076308.77056,3530391.88972,"Ulmus hollandica 'Columella'","Übernahme noch nicht erfolgt","Friedheim"
